work_order_no,item_code,material_readiness,days_until_due,max_lead_time_days,progress_ratio,item_overdue_rate,weekly_load_ratio,bom_component_count,was_delayed
WOH-01099,TV-100,0.1047,23,9,0.3312,0.18,0.7733,6,0
WOH-01100,TV-300,0.1978,8,10,0.104,0.25,,7,1
WOH-01101,MON-200,0.8704,-3,7,0.3753,0.31,0.5008,2,1
WOH-01102,TV-300,0.4932,19,13,0.3956,0.25,0.6126,5,0
WOH-01103,MON-200,1,1,0,0.2208,0.31,0.7114,3,1
WOH-01104,TV-300,0.2694,19,6,0.6204,0.25,1.3713,4,0
WOH-01105,MON-200,,13,6,0.4454,0.31,0.5709,6,0
WOH-01106,TV-200,0.8761,18,7,0.9297,0.12,0.7151,4,0
WOH-01107,TV-200,0.8794,20,4,0.9793,0.12,0.9027,6,0
WOH-01108,TV-200,1,12,0,0.4974,0.12,0.5005,4,0
WOH-01109,TV-300,1,20,0,0.5618,0.25,20.0032,5,0
WOH-01110,MON-100,0.2454,6,11,0.0292,0.42,1.0116,2,0
WOH-01111,TV-100,0.6722,21,9,0.5098,0.18,0.9579,3,0
WOH-01112,TV-100,0.9249,16,2,0.8032,0.18,1.3276,5,0
WOH-01113,TV-200,0.7253,2,5,0.6145,0.12,1.1745,6,1
WOH-01114,MON-100,0.9797,-3,3,0.0562,0.42,0.5343,7,0
WOH-01115,MON-100,0.0037,-1,6,0.3132,0.42,0.7079,4,1
WOH-01116,TV-100,1,5,0,0.3736,0.18,0.7366,8,1
WOH-01117,TV-300,,4,9,0.528,0.25,,3,1
WOH-01118,TV-200,0.703,7,6,0.7713,0.12,1.544,6,0
WOH-01119,TV-300,0.1545,14,7,0.5381,0.25,0.8444,2,1
WOH-01120,MON-100,1,11,0,0.8001,0.42,1.1862,5,0
WOH-01121,MON-100,1,21,0,0.1367,0.42,0.6266,5,0
WOH-01122,MON-200,0.5454,20,13,0.639,0.31,1.3249,3,0
WOH-01123,MON-100,0.9303,5,12,0.9734,0.42,0.6928,5,1
WOH-01124,TV-200,0.7622,-1,2,0.9572,0.12,0.7927,6,0
WOH-01125,TV-300,0.8577,19,12,0.3402,0.25,0.8441,8,0
WOH-01126,MON-100,0.7649,15,9,0.7148,0.42,1.374,2,0
WOH-01127,TV-200,0.2579,12,12,0.6058,0.12,1.1166,2,1
WOH-01128,MON-200,0.8844,23,2,0.9161,0.31,1.1504,2,0
WOH-01129,TV-200,0.0207,15,6,0.2938,0.12,0.608,4,0
WOH-01130,MON-100,0.1534,11,5,0.692,0.42,1.5898,2,1
WOH-01131,TV-300,1,11,0,0.1208,0.25,1.4076,6,0
WOH-01132,TV-200,1,15,0,0.9844,0.12,0.6386,8,0
WOH-01133,MON-200,,-6,13,0.0522,0.31,0.9434,7,1
WOH-01134,TV-200,0.3648,10,5,0.1718,0.12,1.2751,3,1
WOH-01135,MON-200,,-6,14,0.6154,0.31,1.4435,6,1
WOH-01136,TV-100,1,12,0,0.1794,0.18,1.5777,3,0
WOH-01137,MON-100,0.6879,12,11,0.1697,0.42,,2,0
WOH-01138,TV-200,0.0593,6,11,0.1793,0.12,1.2385,5,1
WOH-01139,TV-100,0.2615,-3,3,0.5028,0.18,0.5212,6,1
WOH-01140,MON-200,,-3,7,0.5689,0.31,0.8354,4,1
WOH-01141,MON-100,0.2438,24,3,0.7306,0.42,1.3772,7,0
WOH-01142,TV-100,,11,10,0.2749,0.18,0.8137,8,1
WOH-01143,TV-200,0.0432,7,2,0.1169,0.12,1.558,8,1
WOH-01144,TV-100,0.6266,22,6,0.4039,0.18,0.625,4,0
WOH-01145,MON-100,0.8372,7,9,0.1633,0.42,0.609,4,0
WOH-01146,MON-200,0.8717,12,2,0.9735,0.31,0.8115,6,0
WOH-01147,MON-200,0.5895,22,3,0.7066,0.31,1.4537,5,0
WOH-01148,TV-200,0.3611,24,11,0.2549,0.12,,5,1
WOH-01149,MON-100,0.6078,4,9,0.3205,0.42,1.5124,8,1
WOH-01150,MON-100,0.2104,-1,2,0.9567,0.42,0.7828,6,1
WOH-01151,MON-100,0.36,24,5,0.1863,0.42,1.4005,4,0
WOH-01152,MON-200,0.3671,1,2,0.7866,0.31,0.8046,8,1
WOH-01153,TV-100,0.6602,9,14,0.3664,0.18,10.3473,6,1
WOH-01154,MON-100,0.584,13,12,0.9734,0.42,0.5611,3,0
WOH-01155,MON-100,0.2798,-3,9,0.9447,0.42,1.2698,5,0
WOH-01156,MON-200,,23,13,0.0672,0.31,0.7876,5,0
WOH-01157,MON-200,0.5401,19,2,0.1655,0.31,1.1748,5,0
WOH-01158,TV-200,0.7272,6,3,0.3415,0.12,0.5152,5,0
WOH-01159,TV-100,0.3341,20,6,0.0726,0.18,0.7273,7,0
WOH-01160,TV-300,,19,13,0.6985,0.25,1.2421,5,0
WOH-01161,TV-300,0.5126,-4,4,0.6073,0.25,1.2629,8,0
WOH-01162,MON-100,0.1666,20,10,0.1611,0.42,0.7321,8,1
WOH-01163,TV-100,0.7138,17,4,0.8806,0.18,1.5804,8,1
WOH-01164,TV-100,0.6681,22,7,0.4633,0.18,0.9293,4,0
WOH-01165,TV-300,0.8844,2,7,0.1435,0.25,,2,0
WOH-01166,TV-300,1,14,0,0.0516,0.25,0.5918,3,0
WOH-01167,TV-200,0.6671,2,8,0.7277,0.12,1.5115,5,0
WOH-01168,TV-200,0.1284,16,9,0.9564,0.12,1.391,4,0
WOH-01169,TV-200,0.9325,4,6,0.3788,0.12,1.2492,2,0
WOH-01170,TV-100,0.7833,6,4,0.4583,0.18,1.1325,8,0
WOH-01171,MON-200,0.7904,21,3,0.071,0.31,0.711,7,1
WOH-01172,TV-200,,1,10,0.1999,0.12,1.3973,4,1
WOH-01173,MON-200,0.0927,-5,13,0.9586,0.31,1.3336,5,1
WOH-01174,MON-100,1,14,0,0.6741,0.42,1.3429,5,0
WOH-01175,MON-200,0.3852,2,9,0.6312,0.31,0.9224,4,1
WOH-01176,TV-300,0.1774,23,11,0.2692,0.25,1.419,3,1
WOH-01177,MON-200,0.1872,14,2,0.3406,0.31,0.9254,6,0
WOH-01178,MON-100,0.1869,20,6,0.1685,0.42,0.8854,6,1
WOH-01179,TV-300,0.9664,5,14,0.424,0.25,0.6684,5,1
WOH-01180,MON-100,0.3768,15,14,0.6157,0.42,,7,0
WOH-01181,TV-100,,22,0,0.1787,0.18,1.415,5,1
WOH-01182,MON-200,0.5752,-6,10,0.1682,0.31,1.3135,2,1
WOH-01183,MON-100,0.9669,13,11,0.8235,0.42,0.6432,4,0
WOH-01184,TV-300,0.5979,24,9,0.4975,0.25,1.2448,7,0
WOH-01185,TV-300,1,20,0,0.0851,0.25,1.0724,6,0
WOH-01186,MON-200,0.2176,20,5,0.5613,0.31,1.2608,4,1
WOH-01187,MON-100,0.8799,6,4,0.0597,0.42,1.0456,6,0
WOH-01188,TV-300,0.3082,3,9,0.4114,0.25,1.2786,2,1
WOH-01189,MON-100,0.4499,-1,9,0.5963,0.42,1.0977,3,1
WOH-01190,TV-100,0.5978,13,5,0.6635,0.18,0.6535,3,0
WOH-01191,MON-200,0.8786,13,3,0.695,0.31,1.2793,3,0
WOH-01192,MON-200,0.051,19,8,0.5537,0.31,1.5178,5,1
WOH-01193,TV-100,0.8042,4,5,0.0572,0.18,0.5729,6,0
WOH-01194,TV-300,0.0718,19,8,0.0081,0.25,1.4017,3,1
WOH-01195,MON-200,0.772,-6,12,0.5234,0.31,1.364,3,1
WOH-01196,MON-200,1,4,0,0.0623,0.31,,2,0
WOH-01197,TV-200,0.5649,-3,2,0.6107,0.12,0.7577,7,1
WOH-01198,TV-300,0.4438,-5,12,0.0213,0.25,0.7216,6,1
WOH-01199,TV-100,0.0445,8,3,0.8196,0.18,1.5467,3,1
WOH-01200,MON-100,0.5266,-1,2,0.6369,0.42,1.5087,7,0
